user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,age_group,Engagement_Score,Cluster
2207,Male,41,PK,Family,130,88,0.51,mobile,0,1,1,35-50,129.337,2
2208,Female,34,DE,Student,179,96,0.54,mobile,0,1,0,35-50,178.0334,2
2209,Female,27,UK,Family,43,61,0.07,web,0,1,0,25-34,42.9699,1
2210,Female,58,PK,Free,260,49,0.11,mobile,34,0,0,50+,259.714,0
2211,Other,47,IN,Student,64,52,0.55,web,0,1,0,35-50,63.648,1
2212,Other,47,AU,Free,58,17,0.42,desktop,46,0,0,35-50,57.7564,1
2213,Other,55,FR,Student,276,78,0.1,desktop,0,1,1,50+,275.724,0
2214,Other,16,UK,Premium,130,80,0.51,desktop,0,1,0,<18,129.337,2
2215,Male,42,FR,Student,53,72,0.5,web,0,1,1,35-50,52.735,1
2216,Female,21,CA,Premium,184,22,0.4,mobile,0,1,0,18-24,183.264,2
2217,Other,22,UK,Family,209,21,0.56,web,0,1,0,18-24,207.8296,0
2218,Female,23,DE,Free,168,18,0.46,web,6,0,0,18-24,167.2272,2
2219,Female,55,AU,Student,27,20,0.44,web,0,1,1,50+,26.8812,1
2220,Other,33,PK,Student,54,63,0.02,web,0,1,1,25-34,53.9892,1
2221,Other,57,IN,Free,22,80,0.6,mobile,22,0,0,50+,21.868,1
2222,Male,33,FR,Premium,87,83,0.46,desktop,0,1,0,25-34,86.5998,1
2223,Other,42,PK,Family,198,71,0.44,mobile,0,1,0,35-50,197.1288,2
2224,Female,48,FR,Family,252,34,0.48,desktop,0,1,0,35-50,250.7904,0
2225,Male,43,US,Family,50,19,0.38,desktop,0,1,0,35-50,49.81,1
2226,Female,39,FR,Student,171,18,0.04,web,0,1,1,35-50,170.9316,2
2227,Female,22,UK,Free,175,78,0.38,mobile,31,0,0,18-24,174.335,2
2228,Other,34,PK,Family,213,79,0.51,mobile,0,1,1,35-50,211.9137,0
2229,Male,28,IN,Family,83,38,0.27,desktop,0,1,0,25-34,82.7759,1
2230,Female,17,CA,Student,235,73,0.03,mobile,0,1,0,18-24,234.9295,0
2231,Male,30,FR,Premium,276,30,0.17,web,0,1,1,25-34,275.5308,0
2232,Male,16,CA,Student,229,13,0.59,desktop,0,1,1,<18,227.6489,0
2233,Other,16,FR,Free,94,39,0.08,desktop,35,0,0,<18,93.9248,1
2234,Male,34,UK,Premium,201,41,0.44,desktop,0,1,1,35-50,200.1156,2
2235,Male,57,PK,Premium,90,86,0.56,web,0,1,0,50+,89.496,1
2236,Male,42,AU,Student,77,13,0,web,0,1,0,35-50,77,1
2237,Other,37,CA,Free,94,91,0.02,desktop,10,0,0,35-50,93.9812,1
2238,Other,31,CA,Student,166,84,0.49,mobile,0,1,0,25-34,165.1866,2
2239,Female,40,DE,Premium,235,43,0.57,web,0,1,0,35-50,233.6605,0
2240,Other,37,UK,Student,105,70,0.15,mobile,0,1,0,35-50,104.8425,1
2241,Female,56,IN,Premium,97,56,0.42,desktop,0,1,0,50+,96.5926,1
2242,Female,46,DE,Student,168,81,0.09,mobile,0,1,0,35-50,167.8488,2
2243,Female,25,IN,Free,19,52,0.35,desktop,17,0,0,25-34,18.9335,1
2244,Female,28,PK,Free,294,60,0.39,web,18,0,0,25-34,292.8534,0
2245,Other,23,US,Free,137,5,0.38,desktop,16,0,0,18-24,136.4794,2
2246,Other,54,DE,Free,161,31,0.39,desktop,46,0,0,50+,160.3721,2
2247,Female,35,DE,Premium,253,62,0.21,mobile,0,1,0,35-50,252.4687,0
2248,Female,44,UK,Premium,221,99,0.29,web,0,1,1,35-50,220.3591,0
2249,Other,50,PK,Student,31,83,0.1,web,0,1,0,50+,30.969,1
2250,Male,32,FR,Student,170,40,0.21,desktop,0,1,0,25-34,169.643,2
2251,Female,51,FR,Student,213,72,0.11,desktop,0,1,0,50+,212.7657,0
2252,Male,58,IN,Free,163,86,0.05,mobile,45,0,1,50+,162.9185,2
2253,Male,28,IN,Premium,175,29,0.58,web,0,1,1,25-34,173.985,2
2254,Male,27,IN,Free,155,25,0.38,web,16,0,0,25-34,154.411,2
2255,Female,54,FR,Family,136,86,0.55,web,0,1,1,50+,135.252,2
2256,Male,42,UK,Premium,48,79,0.22,desktop,0,1,0,35-50,47.8944,1
2257,Other,48,PK,Free,141,34,0.1,web,45,0,0,35-50,140.859,2
2258,Female,28,US,Family,33,10,0.2,mobile,0,1,0,25-34,32.934,1
2259,Male,39,FR,Student,290,89,0.4,desktop,0,1,0,35-50,288.84,0
2260,Other,49,DE,Student,50,49,0.21,web,0,1,0,35-50,49.895,1
2261,Female,36,US,Family,266,97,0.4,web,0,1,0,35-50,264.936,0
2262,Male,20,FR,Student,294,20,0.14,web,0,1,0,18-24,293.5884,0
2263,Female,39,CA,Premium,194,7,0.22,web,0,1,1,35-50,193.5732,2
2264,Male,20,UK,Premium,260,99,0.34,desktop,0,1,0,18-24,259.116,0
2265,Male,59,FR,Student,283,28,0.18,desktop,0,1,0,50+,282.4906,0
2266,Male,59,CA,Student,135,91,0.43,mobile,0,1,0,50+,134.4195,2
2267,Male,38,AU,Student,28,70,0.2,web,0,1,0,35-50,27.944,1
2268,Female,47,US,Premium,45,60,0.36,desktop,0,1,0,35-50,44.838,1
2269,Male,21,AU,Family,234,61,0.46,mobile,0,1,0,18-24,232.9236,0
2270,Female,24,DE,Family,270,49,0.23,web,0,1,0,25-34,269.379,0
2271,Male,41,PK,Premium,120,97,0.16,mobile,0,1,0,35-50,119.808,2
2272,Female,59,DE,Student,229,96,0.09,desktop,0,1,1,50+,228.7939,0
2273,Female,42,IN,Family,126,3,0.55,web,0,1,0,35-50,125.307,2
2274,Female,31,IN,Premium,172,41,0.08,web,0,1,0,25-34,171.8624,2
2275,Other,20,IN,Premium,166,75,0.22,desktop,0,1,0,18-24,165.6348,2
2276,Male,53,FR,Family,49,83,0.55,web,0,1,0,50+,48.7305,1
2277,Female,46,FR,Free,279,7,0.05,desktop,30,0,0,35-50,278.8605,0
2278,Male,59,CA,Free,235,71,0.45,desktop,42,0,0,50+,233.9425,0
2279,Female,46,FR,Free,91,1,0.49,web,42,0,0,35-50,90.5541,1
2280,Female,38,FR,Premium,215,4,0.37,mobile,0,1,1,35-50,214.2045,0
2281,Female,24,UK,Family,175,54,0.51,mobile,0,1,1,25-34,174.1075,2
2282,Male,32,CA,Premium,182,77,0.34,web,0,1,0,25-34,181.3812,2
2283,Other,30,PK,Free,86,50,0.16,web,42,0,1,25-34,85.8624,1
2284,Male,25,FR,Family,189,93,0.58,desktop,0,1,0,25-34,187.9038,2
2285,Other,32,DE,Free,77,43,0.1,web,37,0,1,25-34,76.923,1
2286,Female,36,US,Free,71,8,0.18,desktop,7,0,1,35-50,70.8722,1
2287,Male,51,AU,Family,235,30,0.44,mobile,0,1,1,50+,233.966,0
2288,Female,32,DE,Student,295,24,0.24,web,0,1,0,25-34,294.292,0
2289,Female,24,US,Family,105,52,0.34,desktop,0,1,0,25-34,104.643,1
2290,Female,24,IN,Student,32,95,0.49,desktop,0,1,0,25-34,31.8432,1
2291,Female,48,CA,Family,183,15,0.38,desktop,0,1,0,35-50,182.3046,2
2292,Other,27,DE,Premium,86,9,0.4,mobile,0,1,1,25-34,85.656,1
2293,Other,35,UK,Premium,163,85,0.19,web,0,1,0,35-50,162.6903,2
2294,Other,51,FR,Free,46,70,0.3,desktop,46,0,0,50+,45.862,1
2295,Female,40,FR,Premium,146,91,0.5,web,0,1,1,35-50,145.27,2
2296,Female,21,AU,Free,121,92,0.31,mobile,18,0,0,18-24,120.6249,2
2297,Female,46,DE,Free,119,87,0.55,web,26,0,1,35-50,118.3455,2
2298,Female,40,CA,Free,45,36,0.21,mobile,33,0,0,35-50,44.9055,1
2299,Other,42,AU,Free,47,35,0.25,desktop,14,0,0,35-50,46.8825,1
2300,Male,58,US,Family,50,79,0.23,desktop,0,1,0,50+,49.885,1
2301,Female,51,IN,Premium,273,88,0.54,web,0,1,0,50+,271.5258,0
2302,Other,53,IN,Premium,147,19,0.49,mobile,0,1,0,50+,146.2797,2
2303,Other,22,AU,Student,51,39,0.28,web,0,1,1,18-24,50.8572,1
2304,Other,45,DE,Premium,13,34,0.05,desktop,0,1,0,35-50,12.9935,1
2305,Other,22,US,Free,158,50,0.08,mobile,14,0,1,18-24,157.8736,2
2306,Female,44,PK,Premium,46,26,0.23,mobile,0,1,0,35-50,45.8942,1
2307,Male,31,DE,Family,37,72,0.09,web,0,1,0,25-34,36.9667,1
2308,Male,44,DE,Family,246,21,0.05,web,0,1,0,35-50,245.877,0
2309,Female,52,PK,Student,238,98,0.32,mobile,0,1,0,50+,237.2384,0
2310,Female,24,AU,Student,198,18,0.29,desktop,0,1,1,25-34,197.4258,2
2311,Other,30,US,Premium,129,12,0.01,desktop,0,1,0,25-34,128.9871,2
2312,Female,34,CA,Family,297,62,0.45,web,0,1,0,35-50,295.6635,0
2313,Male,32,CA,Student,281,33,0.49,mobile,0,1,0,25-34,279.6231,0
2314,Female,58,US,Premium,120,74,0.27,web,0,1,0,50+,119.676,2
2315,Female,39,DE,Family,113,51,0.53,web,0,1,0,35-50,112.4011,2
2316,Female,43,UK,Free,288,22,0.53,web,49,0,1,35-50,286.4736,0
2317,Other,27,AU,Premium,198,42,0.06,desktop,0,1,0,25-34,197.8812,2
2318,Other,23,US,Premium,228,88,0.07,desktop,0,1,0,18-24,227.8404,0
2319,Female,36,US,Family,44,61,0.31,mobile,0,1,1,35-50,43.8636,1
2320,Male,47,FR,Student,203,3,0.4,web,0,1,0,35-50,202.188,0
2321,Male,49,DE,Premium,272,39,0.01,mobile,0,1,0,35-50,271.9728,0
2322,Other,30,AU,Free,273,28,0.29,web,35,0,0,25-34,272.2083,0
2323,Female,49,IN,Family,137,23,0.19,desktop,0,1,0,35-50,136.7397,2
2324,Other,53,US,Premium,127,75,0.39,desktop,0,1,1,50+,126.5047,2
2325,Male,40,IN,Student,13,71,0.32,mobile,0,1,0,35-50,12.9584,1
2326,Male,57,DE,Family,18,33,0.17,desktop,0,1,0,50+,17.9694,1
2327,Male,50,UK,Family,150,71,0.02,desktop,0,1,0,50+,149.97,2
2328,Female,57,PK,Student,140,3,0.02,desktop,0,1,0,50+,139.972,2
2329,Other,33,US,Free,28,3,0.37,web,46,0,0,25-34,27.8964,1
2330,Male,39,PK,Free,53,1,0.34,web,5,0,0,35-50,52.8198,1
2331,Male,51,UK,Premium,290,95,0.09,mobile,0,1,0,50+,289.739,0
2332,Other,44,CA,Family,214,92,0.18,desktop,0,1,0,35-50,213.6148,0
2333,Male,47,IN,Student,170,35,0.47,web,0,1,0,35-50,169.201,2
2334,Other,53,UK,Student,202,65,0.18,desktop,0,1,1,50+,201.6364,2
2335,Male,55,DE,Student,250,93,0.45,desktop,0,1,0,50+,248.875,0
2336,Other,47,AU,Family,159,81,0.06,desktop,0,1,1,35-50,158.9046,2
2337,Male,49,FR,Premium,165,62,0.27,web,0,1,0,35-50,164.5545,2
2338,Other,22,FR,Premium,118,95,0.48,desktop,0,1,1,18-24,117.4336,2
2339,Other,31,US,Premium,91,8,0.56,desktop,0,1,0,25-34,90.4904,1
2340,Other,32,FR,Free,72,70,0.47,web,46,0,0,25-34,71.6616,1
2341,Female,48,UK,Premium,188,32,0.03,desktop,0,1,1,35-50,187.9436,2
2342,Female,17,FR,Student,172,52,0.32,mobile,0,1,0,18-24,171.4496,2
2343,Female,42,CA,Student,30,90,0.27,mobile,0,1,0,35-50,29.919,1
2344,Male,22,UK,Premium,49,38,0.11,desktop,0,1,0,18-24,48.9461,1
2345,Male,32,FR,Free,128,14,0.35,web,7,0,0,25-34,127.552,2
2346,Male,26,US,Premium,119,11,0.27,mobile,0,1,0,25-34,118.6787,2
2347,Female,45,PK,Premium,80,28,0.37,web,0,1,0,35-50,79.704,1
2348,Female,38,CA,Student,84,86,0.38,mobile,0,1,0,35-50,83.6808,1
2349,Female,38,AU,Student,87,88,0.4,web,0,1,0,35-50,86.652,1
2350,Other,41,AU,Family,22,72,0.11,mobile,0,1,0,35-50,21.9758,1
2351,Male,24,PK,Student,199,90,0.55,web,0,1,0,25-34,197.9055,2
2352,Male,35,AU,Student,163,97,0.53,web,0,1,0,35-50,162.1361,2
2353,Other,23,IN,Family,92,40,0.42,mobile,0,1,0,18-24,91.6136,1
2354,Female,27,DE,Free,252,11,0.35,web,28,0,0,25-34,251.118,0
2355,Male,18,US,Free,124,35,0.45,web,28,0,1,18-24,123.442,2
2356,Female,55,FR,Student,271,29,0.07,desktop,0,1,1,50+,270.8103,0
2357,Male,21,US,Premium,26,96,0.24,web,0,1,0,18-24,25.9376,1
2358,Male,48,CA,Student,50,33,0.1,mobile,0,1,0,35-50,49.95,1
2359,Female,20,IN,Free,275,40,0.15,desktop,47,0,0,18-24,274.5875,0
2360,Female,32,AU,Family,175,75,0.5,desktop,0,1,0,25-34,174.125,2
2361,Female,42,AU,Free,109,70,0.22,web,37,0,0,35-50,108.7602,2
2362,Other,19,AU,Premium,187,54,0.52,mobile,0,1,0,18-24,186.0276,2
2363,Female,22,DE,Student,244,22,0.37,desktop,0,1,0,18-24,243.0972,0
2364,Female,50,DE,Student,123,8,0.48,desktop,0,1,0,50+,122.4096,2
2365,Male,52,CA,Premium,15,67,0.41,desktop,0,1,1,50+,14.9385,1
2366,Male,31,CA,Free,88,11,0.54,mobile,47,0,1,25-34,87.5248,1
2367,Other,23,IN,Premium,122,28,0.56,mobile,0,1,0,18-24,121.3168,2
2368,Female,31,UK,Family,169,33,0.51,web,0,1,0,25-34,168.1381,2
2369,Other,16,CA,Premium,68,57,0.4,web,0,1,0,<18,67.728,1
2370,Female,39,FR,Family,62,57,0.34,mobile,0,1,0,35-50,61.7892,1
2371,Female,26,IN,Student,67,60,0.31,desktop,0,1,0,25-34,66.7923,1
2372,Other,45,US,Family,254,57,0.43,web,0,1,0,35-50,252.9078,0
2373,Other,50,IN,Premium,128,64,0.45,web,0,1,0,50+,127.424,2
2374,Female,57,PK,Student,126,57,0.3,mobile,0,1,0,50+,125.622,2
2375,Male,47,IN,Free,156,18,0.18,desktop,17,0,0,35-50,155.7192,2
2376,Other,57,FR,Student,22,4,0.33,mobile,0,1,0,50+,21.9274,1
2377,Female,32,PK,Free,32,98,0.25,mobile,18,0,0,25-34,31.92,1
2378,Male,33,PK,Student,52,50,0.18,mobile,0,1,1,25-34,51.9064,1
2379,Male,35,IN,Free,162,96,0.57,mobile,24,0,0,35-50,161.0766,2
2380,Other,37,AU,Student,85,7,0.39,web,0,1,0,35-50,84.6685,1
2381,Male,35,CA,Free,204,22,0.5,desktop,31,0,0,35-50,202.98,0
2382,Male,34,UK,Family,193,78,0.13,web,0,1,0,35-50,192.7491,2
2383,Male,37,US,Family,298,33,0.42,desktop,0,1,1,35-50,296.7484,0
2384,Female,47,FR,Free,219,8,0.45,web,39,0,0,35-50,218.0145,0
2385,Female,28,DE,Premium,282,8,0.45,mobile,0,1,1,25-34,280.731,0
2386,Other,43,AU,Free,135,13,0.47,web,10,0,0,35-50,134.3655,2
2387,Male,58,CA,Premium,100,48,0.53,mobile,0,1,0,50+,99.47,1
2388,Male,53,IN,Student,44,64,0.35,desktop,0,1,0,50+,43.846,1
2389,Male,47,DE,Premium,153,26,0.15,desktop,0,1,1,35-50,152.7705,2
2390,Other,53,AU,Student,283,85,0.3,web,0,1,0,50+,282.151,0
2391,Male,34,PK,Free,296,67,0.17,mobile,31,0,0,35-50,295.4968,0
2392,Male,37,UK,Free,284,92,0.03,web,35,0,0,35-50,283.9148,0
2393,Male,37,US,Family,51,67,0.08,mobile,0,1,0,35-50,50.9592,1
2394,Other,58,PK,Student,67,50,0.5,desktop,0,1,0,50+,66.665,1
2395,Female,23,IN,Student,131,66,0.33,desktop,0,1,0,18-24,130.5677,2
2396,Male,21,IN,Student,108,97,0.48,web,0,1,0,18-24,107.4816,2
2397,Female,22,PK,Premium,193,71,0.08,desktop,0,1,0,18-24,192.8456,2
2398,Male,59,IN,Free,185,18,0.48,desktop,49,0,1,50+,184.112,2
2399,Other,48,DE,Family,207,2,0.05,mobile,0,1,0,35-50,206.8965,0
2400,Other,30,CA,Student,168,52,0.29,web,0,1,0,25-34,167.5128,2
2401,Male,55,IN,Free,266,8,0.08,web,23,0,0,50+,265.7872,0
2402,Male,52,AU,Premium,72,52,0.5,desktop,0,1,0,50+,71.64,1
2403,Male,44,IN,Family,25,87,0.58,mobile,0,1,0,35-50,24.855,1
2404,Female,26,AU,Free,166,22,0.44,web,5,0,0,25-34,165.2696,2
2405,Male,32,CA,Student,126,28,0.46,web,0,1,0,25-34,125.4204,2
2406,Male,55,PK,Family,160,29,0.4,web,0,1,1,50+,159.36,2
2407,Other,57,PK,Free,31,86,0.39,mobile,43,0,1,50+,30.8791,1
2408,Other,50,US,Free,281,42,0.36,web,40,0,0,50+,279.9884,0
2409,Male,21,FR,Free,231,86,0.14,web,11,0,1,18-24,230.6766,0
2410,Other,25,FR,Free,95,87,0.2,desktop,42,0,1,25-34,94.81,1
2411,Female,28,DE,Premium,182,47,0.51,web,0,1,0,25-34,181.0718,2
2412,Other,45,IN,Premium,76,41,0.05,mobile,0,1,1,35-50,75.962,1
2413,Female,52,US,Free,151,77,0.03,desktop,46,0,0,50+,150.9547,2
2414,Female,44,US,Student,105,92,0.28,mobile,0,1,0,35-50,104.706,1
2415,Other,16,IN,Family,23,43,0.42,web,0,1,0,<18,22.9034,1
2416,Other,35,CA,Student,60,19,0.44,desktop,0,1,1,35-50,59.736,1
2417,Male,19,FR,Family,237,66,0.41,mobile,0,1,0,18-24,236.0283,0
2418,Other,41,DE,Premium,15,1,0.06,desktop,0,1,0,35-50,14.991,1
2419,Male,16,US,Premium,129,55,0.14,mobile,0,1,0,<18,128.8194,2
2420,Female,39,CA,Free,158,69,0.27,web,5,0,0,35-50,157.5734,2
2421,Male,24,IN,Free,95,63,0.16,desktop,43,0,0,25-34,94.848,1
2422,Male,53,IN,Student,157,47,0.58,mobile,0,1,0,50+,156.0894,2
2423,Female,58,UK,Premium,284,71,0.45,web,0,1,0,50+,282.722,0
2424,Male,48,UK,Free,224,41,0.45,mobile,11,0,0,35-50,222.992,0
2425,Male,39,US,Student,176,15,0.47,web,0,1,0,35-50,175.1728,2
2426,Male,37,DE,Premium,199,45,0.11,mobile,0,1,0,35-50,198.7811,2
2427,Female,32,PK,Student,87,79,0.07,desktop,0,1,0,25-34,86.9391,1
2428,Other,57,US,Student,35,39,0.41,web,0,1,0,50+,34.8565,1
2429,Female,52,FR,Family,126,53,0.05,desktop,0,1,1,50+,125.937,2
2430,Male,37,AU,Student,186,8,0.14,web,0,1,0,35-50,185.7396,2
2431,Male,34,UK,Family,14,84,0.56,mobile,0,1,1,35-50,13.9216,1
2432,Male,44,CA,Free,42,38,0.55,desktop,36,0,1,35-50,41.769,1
2433,Female,32,PK,Free,264,56,0.23,mobile,47,0,0,25-34,263.3928,0
2434,Female,17,UK,Premium,80,11,0.15,desktop,0,1,1,18-24,79.88,1
2435,Female,49,AU,Family,279,85,0.34,web,0,1,1,35-50,278.0514,0
2436,Male,31,DE,Free,226,2,0.47,desktop,13,0,0,25-34,224.9378,0
2437,Male,26,IN,Premium,79,20,0.48,mobile,0,1,0,25-34,78.6208,1
2438,Other,37,IN,Premium,179,56,0.34,mobile,0,1,0,35-50,178.3914,2
2439,Female,30,IN,Student,240,13,0.28,mobile,0,1,0,25-34,239.328,0
2440,Male,22,AU,Free,257,11,0.47,mobile,41,0,0,18-24,255.7921,0
2441,Male,52,DE,Student,293,69,0.23,mobile,0,1,0,50+,292.3261,0
2442,Female,45,UK,Family,267,40,0.43,desktop,0,1,0,35-50,265.8519,0
2443,Female,54,FR,Free,283,27,0.54,mobile,11,0,1,50+,281.4718,0
2444,Male,35,DE,Premium,69,83,0.37,mobile,0,1,0,35-50,68.7447,1
2445,Other,30,IN,Student,21,35,0.44,web,0,1,0,25-34,20.9076,1
2446,Female,20,FR,Free,218,33,0.26,mobile,30,0,0,18-24,217.4332,0
2447,Other,33,AU,Student,149,25,0.58,web,0,1,0,25-34,148.1358,2
2448,Male,50,IN,Family,84,86,0.26,mobile,0,1,1,50+,83.7816,1
2449,Other,41,CA,Free,69,51,0.06,mobile,16,0,0,35-50,68.9586,1
2450,Other,37,DE,Free,252,68,0.42,desktop,24,0,0,35-50,250.9416,0
2451,Male,42,PK,Premium,13,75,0.14,web,0,1,1,35-50,12.9818,1
2452,Other,53,UK,Free,290,74,0.53,mobile,36,0,0,50+,288.463,0
2453,Male,22,FR,Premium,13,7,0.41,web,0,1,1,18-24,12.9467,1
2454,Female,19,US,Premium,165,19,0.51,web,0,1,0,18-24,164.1585,2
2455,Male,22,AU,Premium,131,82,0.25,web,0,1,1,18-24,130.6725,2
2456,Other,30,PK,Free,50,71,0.03,web,21,0,0,25-34,49.985,1
2457,Male,51,DE,Family,116,75,0.51,web,0,1,0,50+,115.4084,2
2458,Female,16,UK,Family,27,48,0.43,desktop,0,1,1,<18,26.8839,1
2459,Male,29,UK,Free,77,89,0.12,web,12,0,0,25-34,76.9076,1
2460,Female,51,US,Free,28,4,0.36,desktop,34,0,0,50+,27.8992,1
2461,Female,53,UK,Family,249,25,0.15,mobile,0,1,0,50+,248.6265,0
2462,Female,30,DE,Free,146,77,0.33,mobile,42,0,0,25-34,145.5182,2
2463,Male,35,DE,Premium,216,20,0.41,web,0,1,0,35-50,215.1144,0
2464,Female,46,US,Premium,56,8,0.17,desktop,0,1,0,35-50,55.9048,1
2465,Other,47,FR,Free,48,86,0.55,mobile,28,0,0,35-50,47.736,1
2466,Other,17,FR,Free,285,59,0.22,mobile,31,0,0,18-24,284.373,0
2467,Other,47,US,Student,214,79,0.52,web,0,1,0,35-50,212.8872,0
2468,Female,28,FR,Premium,27,40,0.2,web,0,1,0,25-34,26.946,1
2469,Other,41,CA,Free,87,65,0.57,web,36,0,0,35-50,86.5041,1
2470,Male,43,CA,Family,205,83,0.07,web,0,1,0,35-50,204.8565,0
2471,Other,56,US,Free,289,3,0.05,web,37,0,1,50+,288.8555,0
2472,Male,59,UK,Student,11,92,0.32,mobile,0,1,1,50+,10.9648,1
2473,Other,47,US,Student,87,10,0.07,mobile,0,1,0,35-50,86.9391,1
2474,Other,28,PK,Family,19,5,0.22,mobile,0,1,0,25-34,18.9582,1
2475,Other,31,DE,Free,262,59,0.28,mobile,38,0,0,25-34,261.2664,0
2476,Female,40,PK,Family,295,32,0.35,mobile,0,1,0,35-50,293.9675,0
2477,Other,19,CA,Premium,148,13,0.34,mobile,0,1,0,18-24,147.4968,2
2478,Male,53,FR,Family,126,91,0.4,desktop,0,1,0,50+,125.496,2
2479,Other,59,AU,Free,188,86,0.11,mobile,46,0,0,50+,187.7932,2
2480,Other,17,PK,Premium,296,78,0.08,web,0,1,0,18-24,295.7632,0
2481,Female,46,AU,Free,11,86,0.3,web,41,0,0,35-50,10.967,1
2482,Other,38,DE,Premium,23,89,0.16,mobile,0,1,0,35-50,22.9632,1
2483,Other,44,IN,Student,82,83,0.34,desktop,0,1,0,35-50,81.7212,1
2484,Male,16,AU,Premium,270,77,0.57,desktop,0,1,0,<18,268.461,0
2485,Male,18,FR,Family,45,55,0.6,mobile,0,1,1,18-24,44.73,1
2486,Female,20,DE,Family,135,11,0.48,web,0,1,0,18-24,134.352,2
2487,Male,25,US,Student,170,96,0.01,mobile,0,1,0,25-34,169.983,2
2488,Other,33,CA,Family,246,34,0.31,web,0,1,0,25-34,245.2374,0
2489,Female,41,DE,Student,166,55,0.37,mobile,0,1,1,35-50,165.3858,2
2490,Female,37,CA,Student,100,24,0.1,web,0,1,1,35-50,99.9,1
2491,Other,52,US,Premium,294,36,0.4,web,0,1,1,50+,292.824,0
2492,Male,36,US,Student,175,66,0.13,mobile,0,1,0,35-50,174.7725,2
2493,Female,39,US,Free,296,9,0,mobile,18,0,1,35-50,296,0
2494,Other,28,CA,Free,21,19,0.52,mobile,32,0,0,25-34,20.8908,1
2495,Male,38,UK,Family,82,24,0.52,web,0,1,1,35-50,81.5736,1
2496,Other,35,FR,Student,213,25,0.12,mobile,0,1,1,35-50,212.7444,0
2497,Male,30,CA,Student,271,70,0.31,desktop,0,1,1,25-34,270.1599,0
2498,Male,43,FR,Family,187,38,0.03,web,0,1,0,35-50,186.9439,2
2499,Other,29,US,Free,251,15,0.12,web,48,0,0,25-34,250.6988,0
2500,Female,42,UK,Family,293,88,0.1,mobile,0,1,1,35-50,292.707,0
2501,Male,38,US,Premium,95,77,0.01,desktop,0,1,0,35-50,94.9905,1
2502,Other,38,DE,Student,225,26,0.33,mobile,0,1,0,35-50,224.2575,0
2503,Female,58,AU,Student,143,17,0.36,mobile,0,1,0,50+,142.4852,2
2504,Male,47,FR,Premium,157,82,0.2,mobile,0,1,1,35-50,156.686,2
2505,Female,26,US,Free,285,44,0.48,web,21,0,0,25-34,283.632,0
2506,Female,45,FR,Family,263,71,0.18,mobile,0,1,0,35-50,262.5266,0
2507,Female,18,DE,Student,235,7,0.42,desktop,0,1,0,18-24,234.013,0
2508,Male,27,DE,Family,112,13,0.54,desktop,0,1,0,25-34,111.3952,2
2509,Female,58,AU,Premium,208,86,0.1,web,0,1,1,50+,207.792,0
2510,Other,42,PK,Student,184,90,0.51,desktop,0,1,1,35-50,183.0616,2
2511,Female,50,PK,Student,129,50,0.34,mobile,0,1,0,50+,128.5614,2
2512,Male,25,US,Premium,211,99,0.07,mobile,0,1,0,25-34,210.8523,0
2513,Male,31,PK,Premium,146,38,0.38,mobile,0,1,1,25-34,145.4452,2
2514,Female,25,CA,Family,297,33,0.57,mobile,0,1,0,25-34,295.3071,0
2515,Female,22,DE,Family,28,70,0.19,mobile,0,1,0,18-24,27.9468,1
2516,Other,51,CA,Family,84,23,0.26,desktop,0,1,1,50+,83.7816,1
2517,Other,46,UK,Premium,103,40,0.33,mobile,0,1,0,35-50,102.6601,1
2518,Female,45,FR,Premium,282,73,0.29,mobile,0,1,1,35-50,281.1822,0
2519,Other,53,UK,Family,157,12,0.56,web,0,1,0,50+,156.1208,2
2520,Female,23,IN,Free,152,11,0.23,web,16,0,0,18-24,151.6504,2
2521,Female,21,UK,Premium,233,11,0.1,mobile,0,1,0,18-24,232.767,0
2522,Female,28,CA,Student,111,61,0.41,web,0,1,0,25-34,110.5449,2
2523,Other,21,IN,Premium,297,95,0.28,web,0,1,0,18-24,296.1684,0
2524,Other,37,UK,Student,46,29,0.4,web,0,1,0,35-50,45.816,1
2525,Female,33,DE,Free,56,57,0.58,mobile,16,0,1,25-34,55.6752,1
2526,Female,50,UK,Free,118,72,0.06,mobile,8,0,0,50+,117.9292,2
2527,Female,17,FR,Free,98,82,0.44,web,24,0,0,18-24,97.5688,1
2528,Female,51,CA,Student,178,73,0.14,mobile,0,1,1,50+,177.7508,2
2529,Female,46,US,Family,97,71,0.22,desktop,0,1,1,35-50,96.7866,1
2530,Female,39,US,Premium,165,16,0.19,mobile,0,1,0,35-50,164.6865,2
2531,Female,45,DE,Premium,85,78,0.03,web,0,1,0,35-50,84.9745,1
2532,Female,59,UK,Family,137,19,0.2,mobile,0,1,0,50+,136.726,2
2533,Male,16,IN,Premium,215,58,0.23,web,0,1,0,<18,214.5055,0
2534,Female,17,UK,Student,48,53,0.59,desktop,0,1,0,18-24,47.7168,1
2535,Male,58,US,Family,60,85,0.45,web,0,1,1,50+,59.73,1
2536,Other,26,FR,Family,229,40,0.28,web,0,1,0,25-34,228.3588,0
2537,Female,46,IN,Student,33,58,0.54,web,0,1,0,35-50,32.8218,1
2538,Female,52,UK,Family,272,27,0.43,web,0,1,0,50+,270.8304,0
2539,Female,39,AU,Student,126,48,0.36,mobile,0,1,1,35-50,125.5464,2
